,name,price,spec_score,votes,user_rating,os,weight,screen_size,resolution,battery,processor_name,processor_speed,graphics_card,rom_memory,internal_memory,wireless_connection,hardware_features
744,MSI Bravo 15 C7VFK-087IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,04,989",74,55 votes ,4.8,OS: Windows 11,2.25 kgAverage,15.6 inchesLarge,1920 x 1080 pixelsAverage,"53.5 Wh, 3 Cell BatteryGood",7th Gen AMD Ryzen 7  7735HS,8 x 3.2 GHz (Turbo Speed upto 4.75 GHz) Cores,"8 GB, Nvidia GeForce RTX 4060 GraphicsLargest",16 GB DDR5 RAMLargest,1 TB SSD,"WiFi, Bluetooth v5.3","Backlit Keyboard, Inbuilt Microphone"
745,Asus Vivobook 16X 2023 K3605ZF-MBN524WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹57,990",65,74 votes ,4.3,OS: Windows 11,1.8 kgAverage,16 inchesLarge,1920 x 1200 pixelsGood,"50 Wh, 3 Cell BatteryGood",12th Gen Intel Core i5 12450H,4 x 2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores4 x 1.5 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"4 GB, NVIDIA Geforce RTX 2050 GraphicsLargest",8 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.3","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
746,MSI Bravo 15 C7UDXK-093IN Gaming Laptop (AMD Ryzen 5 7535HS/ 16 GB RAM/ 512 GB SSD/ Win 11/ 6 GB Graphics),"₹74,990",65,86 votes ,4.6,OS: Windows 11,2.25 kgHeavy,15.6 inchesLarge,1920 x 1080 pixelsAverage,"53.5 Wh, 3 Cell BatteryGood",7th Gen AMD Ryzen 5 7535HS,6 x 3.3 GHz (Turbo Speed upto 4.55 GHz) Cores,"6 GB, NVIDIA GeForce RTX 3050 GraphicsLarge",16 GB DDR5 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.3","Backlit Keyboard, Inbuilt Microphone"
747,MSI Bravo 15 C7UCXK-095IN Gaming Laptop (AMD Ryzen 5 7535HS/ 8 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),"₹53,990",61,81 votes ,4.2,OS: Windows 11,2.25 kgHeavy,15.6 inchesLarge,1920 x 1080 pixelsAverage,"53.5 Wh, 3 Cell BatteryGood",7th Gen AMD Ryzen 5 7535HS,6 x 3.3 GHz (Turbo Speed upto 4.55 GHz) Cores,"4 GB, NVIDIA GeForce RTX 2050 GraphicsLargest",8 GB DDR5 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.3","Backlit Keyboard, Inbuilt Microphone"
748,Acer Aspire 5 A514-56M 2023 Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹53,990",48,99 votes ,4.8,OS: Windows 11,1 Year Warranty,14 inchesSmall,1920 x 1200 pixelsGood,"50 Wh, 3 Cell BatteryGood",13th Gen Intel Core i5 1335U,2 x (Turbo Speed upto 4.6 GHz) Performance Cores8 x (Turbo Speed upto 3.4 GHz) Efficient Cores,Intel Iris Xe Graphics Graphics,8 GB LPDDR5 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.1","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
749,Acer Nitro 5 AN515-58 NH.QLZSI.001 Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹89,990",68,423 votes • 19 reviews,4.4,OS: Windows 11,2.6 kgHeavy,15.6 inchesAverage,1920 x 1080 pixelsAverage,,12th Gen Intel Core i7 12650H,6 x 2.3 GHz (Turbo Speed upto 4.7 GHz) Performance Cores4 x 1.7 GHz (Turbo Speed upto 3.5 GHz) Efficient Cores,"6 GB, NVIDIA GeForce RTX 4050 GraphicsAverage",16 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.1","Backlit Keyboard, Inbuilt Microphone"
750,MSI Bravo 17 C7VFK-034IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win11 Home/8GB Graph),"₹1,07,990",74,57 votes ,4.2,OS: Windows 11,2.7 kgHeavy,17.3 inchesLargest,1920 x 1080 pixelsAverage,"53.5 Wh, 3 Cell BatteryGood",7th Gen AMD Ryzen 7 7735HS,8 x 3.2 GHz (Turbo Speed upto 4.75 GHz) Cores,"8 GB, Nvidia GeForce RTX 4060 GraphicsLargest",16 GB DDR5 RAMLargest,1 TB SSD,"WiFi, Bluetooth v5.3","Backlit Keyboard, Inbuilt Microphone"
751,MSI Bravo 15 C7VEK-088IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹92,990",72,87 votes ,4.0,OS: Windows 11,2.25 kgHeavy,15.6 inchesLarge,1920 x 1080 pixelsAverage,"53.5 Wh, 3 Cell BatteryGood",7th Gen AMD Ryzen 7  7735HS,8 x 3.2 GHz (Turbo Speed upto 4.75 GHz) Cores,"6 GB, Nvidia GeForce RTX 4050 GraphicsAverage",16 GB DDR5 RAMLargest,1 TB SSD,"WiFi, Bluetooth v5.3","Backlit Keyboard, Inbuilt Microphone"
752,Asus Vivobook 15 X1502ZA-EJ541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹52,990",62,209 votes ,4.0,OS: Windows 11,1.7 kgAverage,15.6 inchesLarge,1920 x 1080 pixelsAverage,"42 Wh, 3 Cell BatteryGood",12th Gen Intel Core i5 12500H,4 x 2.5 GHz (Turbo Speed upto 4.5 GHz) Performance Cores8 x 1.8 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,Intel Iris Xe Graphics,16 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.3","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
753,MSI Bravo 15 C7VEK-089IN Gaming Laptop (AMD Ryzen 5 7535HS/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹77,990",70,107 votes ,4.2,OS: Windows 11,2.25 kgHeavy,15.6 inchesLarge,1920 x 1080 pixelsAverage,"53.5 Wh, 3 Cell BatteryGood",7th Gen AMD Ryzen 5 7535HS,6 x 3.3 GHz (Turbo Speed upto 4.55 GHz) Cores,"6 GB, Nvidia GeForce RTX 4050 GraphicsLarge",16 GB DDR5 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.3","Backlit Keyboard, Inbuilt Microphone"
754,Asus Vivobook 15 X1504ZA-NJ521WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹47,890",54,136 votes • 3 reviews,4.1,OS: Windows 11,1.7 kgAverage,15.6 inchesLarge,1920 x 1080 pixelsAverage,3 Cell Battery,12th Gen Intel Core i5 1235U,2 x 1.3 GHz (Turbo Speed upto 4.4 GHz) Performance Cores8 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,Integrated Intel Iris Xe Graphics Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.0","Backlit Keyboard, Inbuilt Microphone"
755,Asus TUF Gaming F15 2022 FX507ZC4-HN115W Gaming Laptop (12th Gen Core i5/ 8GB/512GB SSD/ Win11 / 4GB Graph),"₹70,990",68,123 votes • 1 reviews,4.3,OS: Windows 11,2.2 kgHeavy,15.6 inchesAverage,1920 x 1080 pixelsAverage,"90 Wh, 4 Cell BatteryGood",12th Gen Intel Core i5 12500H,4 x 2.5 GHz (Turbo Speed upto 4.5 GHz) Performance Cores8 x 1.8 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"4 GB, NVIDIA GeForce RTX 3050 GraphicsAverage",8 GB DDR5 RAMSmallest,512 GB SSD,"WiFi, Bluetooth v5.1","Backlit Keyboard, Inbuilt Microphone"
756,MSI Bravo 17 C7VEK-035IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹94,990",72,68 votes ,4.2,OS: Windows 11,2.7 kgHeavy,17.3 inchesLargest,1920 x 1080 pixelsAverage,"53.5 Wh, 3 Cell BatteryGood",7th Gen AMD Ryzen 7 7735HS,8 x 3.2 GHz (Turbo Speed upto 4.75 GHz) Cores,"6 GB, Nvidia GeForce RTX 4050 GraphicsAverage",16 GB DDR5 RAMLargest,1 TB SSD,"WiFi, Bluetooth v5.3","Backlit Keyboard, Inbuilt Microphone"
757,Dell Inspiron 5620 ICC-C783531WIN8 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 2GB Graph),"₹69,190",69,91 votes ,4.7,OS: Windows 11,1.87 kgHeavy,16 inchesLarge,1920 x 1080 pixelsAverage,"54 Wh, 4 Cell BatteryGood",12th Gen Intel Core i5 1240P,4 x 1.7 GHz (Turbo Speed upto 4.4 GHz) Performance Cores8 x 1.2 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"2 GB, NVIDIA GeForce MX570 GraphicsSmall",16 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.0","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
758,HP 255 G9 7M654PA Laptop (12th Gen Core i3/ 8GB/ 512 GB SSD/ Win11),"₹38,900",57,99 votes ,4.1,OS: Windows 11,1.47 kgLight,15.6 inchesAverage,1366 x 768 pixelsBad,"41 Wh, 3 Cell BatteryGood",12th Gen Intel Core i3 1215U,2 x 1.2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores4 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,AMD Radeon Graphics Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.0",Inbuilt Microphone
759,HP Pavilion 15-eg3079TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Pro),"₹66,990",62,369 votes • 5 reviews,4.3,OS: Windows 11,1.75 kgAverage,15.6 inchesAverage,1920 x 1080 pixelsAverage,,13th Gen Intel Core i5 1340p,4 x 1.9 GHz (Turbo Speed upto 4.6 GHz) Performance Cores8 x 1.4 GHz (Turbo Speed upto 3.4 GHz) Efficient Cores,Intel Integrated Intel Iris Xe Graphics Graphics,16 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.3",Backlit Keyboard
760,MSI Modern 14 C12M-671IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),"₹50,990",59,141 votes • 8 reviews,4.5,OS: Windows 11,1.4 kgLight,14 inchesSmall,1920 x 1080 pixelsAverage,3 Cell Battery,12th Gen Intel Core i7 1255U,2 x 1.7 GHz (Turbo Speed upto 4.7 GHz) Performance Cores8 x 1.2 GHz (Turbo Speed upto 3.5 GHz) Efficient Cores,Intel Integrated Iris Xe Graphics,16 GB DDR4 RAMLarge,512 GB SSD,"WiFi, Bluetooth v5.2","Backlit Keyboard, Inbuilt Microphone"
761,MSI Prestige 13 Evo A12M-085IN Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/Win11 Home),"₹77,990",61,72 votes ,4.3,OS: Windows 11,990 gLight,13.3 inchesSmall,1920 x 1200 pixelsGood,"75 Wh, 4 Cell BatteryGood",12th Gen Intel Core i5 1240P,4 x 1.7 GHz (Turbo Speed upto 4.4 GHz) Performance Cores8 x 1.2 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,Intel Integrated Iris Xe Graphics,8 GB LPDDR5 RAMSmallest,512 GB SSD,"WiFi, Bluetooth v5.2","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
762,MSI Modern 14 C12M-670IN Laptop (12th Gen Core i7/ 8GB/ 512GB SSD/ Win11 Home) Price,"₹60,990",57,153 votes • 6 reviews,4.5,OS: Windows 11,1.4 kgLight,14 inchesSmall,1920 x 1080 pixelsAverage,3 Cell Battery,12th Gen Intel Core i7 1255U,2 x 1.7 GHz (Turbo Speed upto 4.7 GHz) Performance Cores8 x 1.2 GHz (Turbo Speed upto 3.5 GHz) Efficient Cores,Intel Integrated Iris Xe Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.2","Backlit Keyboard, Inbuilt Microphone"
763,Dell XPS 9530 2023 Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 6GB Graph),"₹2,79,490",84,105 votes ,4.4,OS: Windows 11,1.92 kgAverage,15.6 inchesSmall,3456 x 2160 pixelsGood,"86 Wh, 6 Cell BatteryGood",13th Gen Intel Core i7 13700H,6 x (Turbo Speed upto 5 GHz) Performance Cores8 x (Turbo Speed upto 3.7 GHz) Efficient Cores,"6 GB, NVIDIA RTX 4050 GraphicsSmall",32 GB DDR5 RAMAverage,1 TB SSD,"WiFi, Bluetooth","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
764,MSI Thin GF63 11UC-1474IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹51,990",66,122 votes ,4.1,OS: Windows 11,1.86 kgHeavy,15.6 inchesAverage,1920 x 1080 pixelsAverage,"52.4 Wh, 3 Cell BatteryGood",11th Gen Intel Core i5 11260H,6 x 2.1 GHz (Turbo Speed upto 4.4 GHz) Cores,"4 GB, NVIDIA GeForce RTX 3050  GraphicsLargest",16 GB DDR4 RAMLarge,512 GB SSD,"WiFi, Bluetooth v5.2","Backlit Keyboard, Inbuilt Microphone"
765,Dell XPS 13 Plus 9320 2023 Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11),"₹2,02,490",79,97 votes ,4.4,OS: Windows 11,1.23 kgLight,13.4 inchesSmall,3840 x 2400 pixelsBest,"55 Wh, 3 Cell BatteryGood",13th Gen Intel Core i7 1360P,4 x 2.2 GHz (Turbo Speed upto 5 GHz) Performance Cores8 x 1.6 GHz (Turbo Speed upto 3.7 GHz) Efficient Cores,Intel Iris Xe Graphics Graphics,32 GB LPDDR5 RAMLargest,1 TB SSD,2 x USB Type-C,
766,MSI Thin GF63 11UC-1475IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹53,990",65,431 votes • 11 reviews,4.3,OS: Windows 11,1.86 kgHeavy,15.6 inchesAverage,1920 x 1080 pixelsAverage,"52.4 Wh, 3 Cell BatteryGood",11th Gen Intel Core i5 11260H,6 x 2.1 GHz (Turbo Speed upto 4.4 GHz) Cores,"4 GB, NVIDIA GeForce RTX 3050  GraphicsLargest",8 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.2","Backlit Keyboard, Inbuilt Microphone"
767,Dell XPS 17 9730 Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),"₹3,03,490",87,74 votes ,4.7,OS: Windows 11,2.44 kgAverage,17 inchesLargest,3840 x 2400 pixelsBest,"97 Wh, 6 Cell BatteryGood",13th Gen Intel Core i7 13700H,6 x (Turbo Speed upto 5 GHz) Performance Cores8 x (Turbo Speed upto 3.7 GHz) Efficient Cores,"8 GB, NVIDIA GeForce RTX 4060 GraphicsAverage",32 GB DDR5 RAMAverage,1 TB SSD,"WiFi, Bluetooth","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
768,Dell XPS 17 9730 Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),"₹3,55,490",93,65 votes ,4.0,OS: Windows 11,2.44 kgLight,17 inchesAverage,3840 x 2400 pixelsBest,"97 Wh, 6 Cell BatteryGood",13th Gen Intel Core i9 13900H,6 x 2.6 GHz (Turbo Speed upto 5.4 GHz) Performance Cores8 x 1.9 GHz (Turbo Speed upto 4.1 GHz) Efficient Cores,"8 GB, NVIDIA GeForce RTX 4070 GraphicsSmallest",32 GB DDR5 RAMAverage,1 TB SSD,"WiFi, Bluetooth","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
769,Lenovo Legion Slim 7i 2023 Gaming Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,57,544",69,111 votes ,4.7,OS: Windows 11,,16 inchesAverage,3200 x 2000 pixelsGood,"99.9 Wh, 4 Cell BatteryGood",13th Gen Intel Core i5 13500H ,4 x (Turbo Speed upto 4.7 GHz) Performance Cores8 x (Turbo Speed upto 3.5 GHz) Efficient Cores,"8 GB, NVIDIA Geforce RTX 4060 GraphicsAverage",16 GB DDR5 RAMAverage,1 TB SSD,"WiFi, Bluetooth v5.1","Backlit Keyboard, Inbuilt Microphone"
770,Lenovo Legion Pro 7i 2023 Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 12GB Graph),"₹2,86,200",82,105 votes ,4.4,OS: Windows 11,,16 inchesAverage,2560 x 1600 pixelsAverage,"99.9 Wh, 4 Cell BatteryGood",13th Gen Intel Core i9 13900HX,8 x (Turbo Speed upto 5.4 GHz) Performance Cores16 x (Turbo Speed upto 3.9 GHz) Efficient Cores,"12 GB, NVIDIA Geforce RTX 4080 GraphicsAverage",32 GB DDR5 RAMAverage,1 TB SSD,"WiFi, Bluetooth v5.2","Backlit Keyboard, Inbuilt Microphone"
771,Lenovo Legion Pro 5 82WM00B5IN 2023 Gaming Laptop (AMD Ryzen 7 7745HX/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,42,190",75,107 votes ,4.1,OS: Windows 11,,16 inchesAverage,2560 x 1600 pixelsAverage,"80 Wh, 4 Cell BatteryGood",7th Gen AMD Ryzen 7 7745HX,8 x 3.6 GHz (Turbo Speed upto 5.1 GHz) Cores,"8 GB, NVIDIA Geforce RTX 4060 GraphicsAverage",16 GB DDR5 RAMAverage,1 TB SSD,"WiFi, Bluetooth v5.1","Backlit Keyboard, Inbuilt Microphone"
772,Lenovo V15 G3 IAP 82TTA00UIH Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ DOS),"₹32,500",50,122 votes • 2 reviews,4.5,OS: DOS,1.7 kgAverage,15.6 inchesAverage,1920 x 1080 pixelsAverage,2 Cell Battery,12th Gen Intel Core i3 1215U,2 x 1.2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores4 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,Intel Integrated UHD Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.0",Inbuilt Microphone
773,Lenovo Thinkpad E14 G4 21E3S02M00 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro),"₹1,25,000",69,61 votes ,4.2,OS: Windows 11,1.59 kgAverage,14 inchesSmall,1920 x 1080 pixelsBad,45 Wh BatteryGood,12th Gen Intel Core i7 1255U,2 x 1.7 GHz (Turbo Speed upto 4.7 GHz) Performance Cores8 x 1.2 GHz (Turbo Speed upto 3.5 GHz) Efficient Cores,Intel Iris Xe Graphics Graphics,16 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.1","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
774,LG Gram 17 2023 17Z90R-G.CH77A2 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graphic),"₹1,46,990",73,89 votes ,4.8,OS: Windows 11,1.35 kgLight,17 inchesLarge,1600 x 2560 pixelsAverage,90 Wh BatteryGood,13th Gen Intel Core i7 1360P,4 x 2.2 GHz (Turbo Speed upto 5 GHz) Performance Cores8 x 1.6 GHz (Turbo Speed upto 3.7 GHz) Efficient Cores,"4 GB, Nvidia RTX 3050 GraphicsSmallest",16 GB LPDDR5 RAMAverage,1 TB SSD,"WiFi, Bluetooth v5.1","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
775,LG UltraPC 16 16U70R-G.AH76A2 Laptop (AMD Ryzen7-7730U/ 16GB/ 512GB SSD/ Win11),"₹89,799",70,94 votes ,4.6,OS: Windows 11,1.6 kgAverage,16 inchesLarge,1920 x 1200 pixelsAverage,72 Wh BatteryGood,7th Gen AMD Ryzen 7 7730U,8 x 2 GHz (Turbo Speed upto 4.5 GHz) Cores,AMD Radeon 7 Graphics Graphics,16 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.1","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
776,MSI Modern 14 C12M-444IN Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),"₹34,990",55,319 votes • 6 reviews,4.4,OS: Windows 11,1.4 kgLight,14 inchesSmall,1920 x 1080 pixelsAverage,3 Cell Battery,12th Gen Intel Core i3 1215U,2 x 1.2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores4 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,Intel Integrated UHD Graphics,16 GB DDR4 RAMLargest,512 GB SSD,"WiFi, Bluetooth v5.2","Backlit Keyboard, Inbuilt Microphone"
777,AXL Vayu Book LAP02 Laptop (Celeron N4020/ 4GB/ 256GB SSD / Win11 Home),"₹16,990",34,151 votes • 1 reviews,3.9,OS: Windows 11,,15.6 inchesLargest,1920 x 1080 pixelsBest,"18.5 Wh, 2 Cell BatteryGood",Intel Celeron  N4020,2 x 1.1 GHz (Turbo Speed upto 2.8 GHz) Cores,Intel Integrated UHD Graphics Graphics,4 GB DDR4 RAMAverage,256 GB SSD,"WiFi, Bluetooth v4.0",Inbuilt Microphone
778,AXL Vayu Book LAP01 Laptop (Celeron N4020/ 4GB/ 128GB SSD / Win11 Home),"₹12,990",33,351 votes • 1 reviews,3.6,OS: Windows 11,,14.1 inchesAverage,1920 x 1080 pixelsBest,"18.5 Wh, 2 Cell BatteryGood",Intel Celeron  N4020,2 x 1.1 GHz (Turbo Speed upto 2.8 GHz) Cores,Intel Integrated UHD Graphics Graphics,4 GB DDR4 RAMAverage,128 GB SSD,"WiFi, Bluetooth v4.0",Inbuilt Microphone
779,Dell Inspiron 3525 D560927WIN9S Laptop (AMD Ryzen 5-5500U/ 8GB/ 512GB SSD/ Win11),"₹38,999",51,119 votes • 3 reviews,4.2,OS: Windows 11,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,"41 Wh, 3 Cell BatteryGood",5th Gen AMD Ryzen 5  5500u,6 x 2.1 GHz (Turbo Speed upto 4 GHz) Cores,AMD Radeon Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.0",Inbuilt Microphone
780,MSI Modern 14 C7M-218IN Laptop (Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11),"₹52,990",61,91 votes • 3 reviews,4.7,OS: Windows 11,1.4 kgLight,14 inchesSmall,1920 x 1080 pixelsAverage,"39.3 Wh, 3 Cell BatteryGood",7th Gen AMD Ryzen 7 7730U,8 x 2 GHz (Turbo Speed upto 4.5 GHz) Cores,AMD Radeon AMD Graphics,16 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.2","Backlit Keyboard, Inbuilt Microphone"
781,HP Pavilion 15-EH3101AU Laptop (AMD Ryzen 7- 7730U/ 16GB/ 512GB SSD/ Win11 Home),"₹60,990",63,70 votes ,4.5,OS: Windows 11,1.75 kgAverage,15.6 inchesAverage,1920 x 1080 pixelsAverage,3 Cell Battery,7th Gen AMD Ryzen 7 7730U,8 x 2 GHz (Turbo Speed upto 4.5 GHz) Cores,AMD Radeon Vega 8 Graphics Graphics,16 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.2","Backlit Keyboard, Inbuilt Microphone"
782,Lenovo S14 82TW0019IH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹45,490",52,81 votes • 1 reviews,4.2,OS: Windows 11,,14 inchesSmallest,1920 x 1080 pixelsAverage,45 Wh BatteryGood,12th Gen Intel Core i5 1235U,2 x 1.3 GHz (Turbo Speed upto 4.4 GHz) Performance Cores8 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,Integrated Intel UHD Graphics Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.0","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
783,Asus Vivobook 14X 90NB11H2-M004D0 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics),"₹64,990",64,90 votes ,4.1,OS: Windows 11,1.4 kgLight,14 inchesSmall,1920 x 1200 pixelsGood,"50 Wh, 3 Cell BatteryGood",12th Gen Intel Core i5 12450H,4 x 2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores4 x 1.5 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"4 GB, NVIDIA GeForce RTX 2050 GraphicsAverage",16 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.3","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
784,Lenovo V15 G2 ALC 82KDA01YIH Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ DOS),"₹33,990",48,146 votes • 9 reviews,4.4,OS: DOS,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,2 Cell Battery,5th Gen AMD Ryzen 5 5500U,6 x 2.1 GHz (Turbo Speed upto 4 GHz) Cores,AMD Radeon AMD Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.1",1 MP Camera
785,HP Victus 16 16-d0309TX Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹56,999",65,67 votes ,4.6,OS: Windows 11,2.47 kgHeavy,16.1 inchesLarge,1920 x 1080 pixelsAverage,"70 Wh, 4 Cell BatteryGood",11th Gen Intel Core i5 11400H ,6 x 2.2 GHz (Turbo Speed upto 4.5 GHz) Cores,"4 GB, NVIDIA GeForce GTX 1650  GraphicsLargest",8 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.0","Backlit Keyboard, Inbuilt Microphone"
786,Dell Alienware x14 R2 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win 11/ 6GB Graph),"₹1,99,900",71,51 votes ,4.1,OS: Windows 11,1.91 kgAverage,14 inchesSmall,2560 x 1600 pixelsAverage,"80.5 Wh, 6 Cell BatteryGood",13th Gen Intel Core i7 13620H,6 x (Turbo Speed upto 4.9 GHz) Performance Cores4 x (Turbo Speed upto 3.6 GHz) Efficient Cores,"6 GB, NVIDIA GEFORCE RTX 4050 GraphicsSmall",16 GB LPDDR5 RAMAverage,1 TB SSD,"WiFi, Bluetooth v5.3","Backlit Keyboard, Inbuilt Microphone"
787,Asus Vivobook Pro 15 M6500QF-HN741WS  Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹62,990",60,283 votes • 13 reviews,4.3,OS: Windows 11,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,"50 Wh, 3 Cell BatteryGood",5th Gen AMD Ryzen 7 5800H,8 x 3.2 GHz (Turbo Speed upto 4.4 GHz) Cores,"4 GB, NVIDIA GeForce RTX 2050 GraphicsAverage",16 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.3","Backlit Keyboard, Inbuilt Microphone"
788,Lenovo V15 G4 82YU00W6IN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ DOS),"₹27,490",51,147 votes • 7 reviews,4.2,OS: DOS,1.65 kgAverage,15.6 inchesLargest,1920 x 1080 pixelsAverage,,7th Gen AMD Ryzen 3 7320U,4 x 2.4 GHz (Turbo Speed upto 4.1 GHz) Cores,AMD Radeon Graphics Graphics,8 GB LPDDR5 RAMLargest,512 GB SSD,"WiFi, Bluetooth",Inbuilt Microphone
