,name,price,spec_score,votes,user_rating,os,weight,screen_size,resolution,battery,processor_name,processor_speed,graphics_card,rom_memory,internal_memory,wireless_connection,hardware_features
210,Dell G15-5530 GN5530D83M6001ORB1 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹79,990",66,99 votes ,4.4,OS: Windows 11,2.81 kgHeaviest,15.6 inchesAverage,1920 x 1080 pixelsAverage,"56 Wh, 3 Cell BatteryGood",13th Gen Intel Core i5 13450HX,6 x (Turbo Speed upto 4.6 GHz) Performance Cores4 x (Turbo Speed upto 3.4 GHz) Efficient Cores,"6 GB, NVIDIA GeForce RTX 3050 GraphicsLarge",16 GB DDR5 RAMAverage,512 GB SSD,"WiFi, Bluetooth","Backlit Keyboard, Inbuilt Microphone"
211,HP ZBook Firefly 14 G9 Workstation Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11/ 4GB Graphics),"₹1,06,000",65,92 votes ,4.5,OS: Windows 11,,14 inchesAverage,1920 x 1200 pixelsAverage,"51 Wh, 3 Cell BatteryGood",12th Gen Intel Core i5 1235U,2 x 1.3 GHz (Turbo Speed upto 4.4 GHz) Performance Cores8 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"4 GB, NVIDIA RTX T550 GraphicsSmall",16 GB DDR5 RAMLargest,1 TB SSD,"WiFi, Bluetooth v5.3",5 MP Camera
212,HP 15-fd0221TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹62,479",52,54 votes ,4.2,OS: Windows 11,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,"41 Wh, 3 Cell BatteryGood",13th Gen Intel Core i5 1334U,2 x (Turbo Speed upto 4.6 GHz) Performance Cores8 x (Turbo Speed upto 3.4 GHz) Efficient Cores,Intel Integrated Integrated Graphics,16 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth","Backlit Keyboard, Inbuilt Microphone"
213,HP Pavilion 15-eh1147AU Laptop (AMD Ryzen 7 5700U/ 16GB/ 1TB SSD/ Win11 Home),"₹57,990",63,82 votes ,4.7,OS: Windows 11,1.69 kgAverage,15.6 inchesAverage,1920 x 1080 pixelsAverage,"41 Wh, 3 Cell BatteryGood",5th Gen AMD Ryzen 7 5700U,8 x 1.8 GHz (Turbo Speed upto 4.3 GHz) Cores,AMD Radeon Radeon Graphics,16 GB DDR4 RAMAverage,1 TB SSD,"WiFi, Bluetooth v5.0","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
214,Asus Zenbook 14 OLED 2024 UX3405MA-PZ552WS Laptop (Intel Core Ultra 5/ 16GB/ 1TB SSD/ Win11 Home),"₹1,02,900",63,92 votes • 1 reviews,4.2,OS: Windows 11,1.28 kgLight,14 inchesAverage,2880 x 1800 pixelsGood,"75 Wh, 4 Cell BatteryGood",Intel Core Ultra 5 Series 1 125H,4 x 1.2 GHz (Turbo Speed upto 4.5 GHz) Performance Cores8 x 700 MHz (Turbo Speed upto 3.6 GHz) Efficient Cores2 x 700 MHz (Turbo Speed upto 2.5 GHz) Low Power Efficient Cores,Intel Arc Graphics Graphics,16 GB LPDDR5X RAMLargest,1 TB SSD,"WiFi, Bluetooth v5.3","Backlit Keyboard, Inbuilt Microphone"
215,Dell Vostro 3530 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹39,990",52,74 votes ,4.7,OS: Windows 11,1 Year Warranty,15.6 inchesLarge,1920 x 1080 pixelsAverage,"41 Wh, 3 Cell BatteryGood",13th Gen Intel Core i3 1305U,1 x (Turbo Speed upto 4.5 GHz) Performance Cores4 x (Turbo Speed upto 3.3 GHz) Efficient Cores,Intel Integrated Graphics Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.1",Inbuilt Microphone
216,Lenovo ThinkPad E14 21JKS0UA00 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹73,990",55,64 votes ,4.1,OS: Windows 11,,14 inchesAverage,1920 x 1200 pixelsGood,"47 Wh, 3 Cell BatteryGood",13th Gen Intel Core i5 1335U,2 x (Turbo Speed upto 4.6 GHz) Performance Cores8 x (Turbo Speed upto 3.4 GHz) Efficient Cores,Intel UHD Graphics Graphics,16 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.1","Backlit Keyboard, Inbuilt Microphone"
217,Lenovo Thinkbook 15 21DJA0FGIH Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹55,990",60,62 votes ,4.0,OS: Windows 11,,15.6 inchesAverage,1920 x 1080 pixelsAverage,"45 Wh, 3 Cell BatteryGood",12th Gen Intel Core i5 1235U,2 x 1.3 GHz (Turbo Speed upto 4.4 GHz) Performance Cores8 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,Intel Iris Xe Graphics Graphics,16 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.1","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
218,Lenovo IdeaPad Slim 5 14IMH9 83DA0043IN Laptop (Intel Core Ultra 5/ 16 GB RAM/ 1TB SSD/ Win 11),"₹79,990",55,74 votes ,4.4,OS: Windows 11,1.46 kgLight,14 inchesAverage,1920 x 1200 pixelsGood,"57 Wh, 3 Cell BatteryGood",Intel Core Ultra 5 Series 1 125H,4 x 1.2 GHz (Turbo Speed upto 4.5 GHz) Performance Cores8 x 700 MHz (Turbo Speed upto 3.6 GHz) Efficient Cores2 x 700 MHz (Turbo Speed upto 2.5 GHz) Low Power Efficient Cores,Intel Arc Graphics Graphics,16 GB LPDDR5 RAMAverage,1 TB SSD,"WiFi, Bluetooth v5.3","Backlit Keyboard, Inbuilt Microphone"
219,Acer Swift Go 14 AI SFG14-72T Laptop (Intel Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11 Home),"₹99,990",63,94 votes ,4.4,OS: Windows 11,1.23 kgLight,14 inchesAverage,1920 x 1200 pixelsAverage,"65 Wh, 3 Cell BatteryGood",Intel Core Ultra 7 Series 1 155H,6 x 1.4 GHz (Turbo Speed upto 4.8 GHz) Performance Cores8 x 900 MHz (Turbo Speed upto 3.8 GHz) Efficient Cores2 x 700 MHz (Turbo Speed upto 2.5 GHz) Low Power Efficient Cores,Intel Integrated ARC Graphics Graphics,16 GB LPDDR5X RAMLargest,1 TB SSD,"WiFi, Bluetooth v5.3","Backlit Keyboard, Inbuilt Microphone"
220,HP 14-ew0153TU Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),"₹97,990",60,65 votes ,4.4,OS: Windows 11,1.44 kgLight,14 inchesAverage,2880 x 1800 pixelsGood,"68 Wh, 4 Cell BatteryGood",13th Gen Intel Core i7 1355U,2 x (Turbo Speed upto 5 GHz) Performance Cores8 x (Turbo Speed upto 3.7 GHz) Efficient Cores,Intel Integrated Intel Iris Xe Graphics,16 GB LPDDR5x RAMLargest,1 TB SSD,"WiFi, Bluetooth v5.3","Backlit Keyboard, Inbuilt Microphone"
221,Acer Swift Go 14 SFG14-72T Laptop (Intel Core Ultra 5 125H/ 16GB/ 512GB SSD/ Win11 Home),"₹82,990",56,83 votes • 8 reviews,4.4,OS: Windows 11,1.23 kgLight,14 inchesAverage,1920 x 1200 pixelsGood,"65 Wh, 3 Cell BatteryGood",Intel Core Ultra 5 Series 1 125H,4 x 1.2 GHz (Turbo Speed upto 4.5 GHz) Performance Cores8 x 700 MHz (Turbo Speed upto 3.6 GHz) Efficient Cores2 x 700 MHz (Turbo Speed upto 2.5 GHz) Low Power Efficient Cores,Intel Integrated ARC Graphics Graphics,16 GB LPDDR5X RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.3","Backlit Keyboard, Inbuilt Microphone"
222,Chuwi Ubook X Laptop (10th Gen Core i3/ 12GB/ 512GB SSD/ Win11),"₹39,990",46,160 votes ,4.0,OS: Windows 11,1 Year Warranty,12 inchesSmall,2160 x 1440 pixelsGood,,10th Gen Intel Core i5 10210Y,4 x 1 GHz (Turbo Speed upto 4 GHz) Cores,Intel UHD Graphics Graphics,12 GB LPDDR3 RAMLarge,512 GB SSD,"WiFi, Bluetooth v5.1",Inbuilt Microphone
223,HP Spectre x360 16-aa0664TX Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,95,990",83,54 votes ,4.3,OS: Windows 11,1.95 kgAverage,16 inchesAverage,2880 x 1800 pixelsAverage,"83 Wh, 6 Cell BatteryGood",Intel Core Ultra 7 Series 1 155H,6 x 1.4 GHz (Turbo Speed upto 4.8 GHz) Performance Cores8 x 900 MHz (Turbo Speed upto 3.8 GHz) Efficient Cores2 x 700 MHz (Turbo Speed upto 2.5 GHz) Low Power Efficient Cores,"6 GB, NVIDIA GeForce RTX 4050 GraphicsSmall",32 GB LPDDR5x RAMLargest,1 TB SSD,"WiFi, Bluetooth v5.4",9 MP Camera
224,HP Pavilion x360 14-ek0183TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹54,990",62,265 votes ,4.2,OS: Windows 11,1.51 kgLight,14 inchesSmall,1920 x 1080 pixelsAverage,"43 Wh, 3 Cell BatteryGood",12th Gen Intel Core i3 1215U,2 x 1.2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores4 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,Intel Integrated UHD Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.2","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
225,HP Pavilion 15-eh1047AU Laptop (Ryzen 5 5500U/ 16GB/ 1TB SSD/ Win11 Home),"₹56,990",62,64 votes ,4.0,OS: Windows 11,1.75 kgAverage,15.6 inchesLarge,1920 x 1080 pixelsAverage,"41 Wh, 3 Cell BatteryGood",5th Gen AMD Ryzen 5 5500U,6 x 2.1 GHz (Turbo Speed upto 4 GHz) Cores,AMD Radeon Graphics Graphics,16 GB DDR4 RAMAverage,1 TB SSD,"WiFi, Bluetooth v5.0","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
226,Acer Aspire Lite 15 AL15-52 Laptop (12th Gen Core i3/ 16GB/ 1TB SSD/ Win11),"₹38,249",57,81 votes ,4.7,OS: Windows 11,1.59 kgLight,15.6 inchesAverage,1920 x 1080 pixelsAverage,"36 Wh, 3 Cell BatteryGood",12th Gen Intel Core i3 1215U,2 x 1.2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores4 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,Intel UHD Graphics Graphics,16 GB DDR4 RAMLargest,1 TB SSD,"WiFi, Bluetooth",Inbuilt Microphone
227,HP Omen 16-xd0010AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,15,999",75,94 votes ,4.5,OS: Windows 11,2.37 kgHeavy,16.1 inchesLarge,1920 x 1080 pixelsBad,"83 Wh, 6 Cell BatteryGood",7th Gen AMD Ryzen 7 7840HS,8 x 3.8 GHz (Turbo Speed upto 5.1 GHz) Cores,"6 GB, NVIDIA GeForce RTX 4050 GraphicsAverage",16 GB DDR5 RAMAverage,1 TB SSD,"WiFi, Bluetooth v5.3","Backlit Keyboard, Inbuilt Microphone"
228,Infinix INBook Y4 Max Series YL613 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win 11 Home),"₹52,990",54,92 votes ,4.4,OS: Windows 11,1.78 kgAverage,16 inchesLarge,1920 x 1200 pixelsGood,70 Wh BatteryGood,13th Gen Intel Core i7 1355U,2 x (Turbo Speed upto 5 GHz) Performance Cores8 x (Turbo Speed upto 3.7 GHz) Efficient Cores,Intel Integrated Iris Xe Graphics,16 GB LPDDR4X RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.2","Backlit Keyboard, Inbuilt Microphone"
229,Dell G15-5530 GN5530194YM001ORB1 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ RTX 3050 6GB Graph),"₹1,01,990",69,88 votes ,4.6,OS: Windows 11,2.8 kgHeavy,15.6 inchesAverage,1920 x 1080 pixelsAverage,"56 Wh, 3 Cell BatteryGood",13th Gen Intel Core i7 13650HX,6 x (Turbo Speed upto 4.9 GHz) Performance Cores8 x (Turbo Speed upto 3.6 GHz) Efficient Cores,"6 GB, NVIDIA GeForce RTX 3050 GraphicsAverage",16 GB DDR5 RAMLargest,1 TB SSD,"WiFi, Bluetooth","Backlit Keyboard, Inbuilt Microphone"
230,Lenovo IdeaPad Slim 3 15IAH8 83ER008HIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹54,990",57,83 votes ,4.7,OS: Windows 11,1.62 kgLight,15.6 inchesLarge,1920 x 1080 pixelsAverage,"47 Wh, 3 Cell BatteryGood",12th Gen Intel Core i5 12450H,4 x 2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores4 x 1.5 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,Intel Integrated UHD Graphics Graphics,16 GB LPDDR5 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.1","Backlit Keyboard, Inbuilt Microphone"
231,Lenovo Ideapad Slim 3 Chromebook 14IAN8 83BN001PHA Laptop (Intel Pentium N100/ 4GB/ 128GB eMMC/ Chrome OS),"₹28,190",35,86 votes ,4.6,OS: Chrome,1.31 kgLight,14 inchesSmall,1366 x 768 pixelsPoor,47 Wh BatteryGood,Intel Pentium N100,4 x (Turbo Speed upto 3.4 GHz) Cores,Intel UHD Graphics Graphics,4 GB LPDDR4X RAMSmallest,128 GB HARD DiskSmall,"WiFi, Bluetooth v5.1",Inbuilt Microphone
232,Lenovo Ideapad Slim 3 Chrome 14M868 82XJ002LHA Laptop (MediaTek Kompanio 520/ 4GB/ 128GB eMMC/ Chrome OS),"₹22,090",28,103 votes • 3 reviews,4.4,OS: Chrome,1.3 kgLight,14 inchesAverage,1366 x 768 pixelsBad,47 Wh BatteryGood,MediaTek Kompanio 520 Kompanio 520,8 x (Turbo Speed upto 2 GHz) Cores,4 GB LPDDR4X RAMAverage,128 GB HARD DiskLarge,,"1 x USB 3.0, 1 x USB Type-C",
233,Lenovo Ideapad Slim 3 Chrome 14M868 82XJ002RHA Laptop (MediaTek Kompanio 520/ 8GB/ 128GB eMMC/ Chrome OS),"₹17,990",29,122 votes • 2 reviews,4.2,OS: Chrome,1.3 kgLight,14 inchesAverage,1366 x 768 pixelsBad,47 Wh BatteryGood,MediaTek Kompanio 520 Kompanio 520,8 x (Turbo Speed upto 2 GHz) Cores,8 GB LPDDR4X RAMLargest,128 GB HARD DiskLarge,,"1 x USB 3.0, 1 x USB Type-C",
234,Lenovo IdeaPad Slim 3 83EM0026IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹59,490",54,76 votes ,4.2,OS: Windows 11,1.62 kgLight,15.6 inchesLarge,1920 x 1080 pixelsAverage,"47 Wh, 3 Cell BatteryGood",13th Gen Intel Core i5 13420H,4 x (Turbo Speed upto 4.6 GHz) Performance Cores4 x (Turbo Speed upto 3.4 GHz) Efficient Cores,Integrated Intel UHD Graphics Graphics,16 GB LPDDR5 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.1","Backlit Keyboard, Inbuilt Microphone"
235,HP Victus 15-fa1124TX Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹59,997",64,71 votes ,4.8,OS: Windows 11,2.29 kgHeavy,15.6 inchesLarge,1920 x 1080 pixelsAverage,"52.5 Wh, 4 Cell BatteryGood",12th Gen Intel Core i5 12450H,4 x 2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores4 x 1.5 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"4 GB, NVIDIA GeForce RTX 2050 GraphicsLargest",8 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.3","Backlit Keyboard, Inbuilt Microphone"
236,Lenovo LOQ 15IRX9 83DV007JIN Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹84,990",66,58 votes ,4.1,OS: Windows 11,2.4 kgHeavy,15.6 inchesAverage,1920 x 1080 pixelsAverage,60 Wh BatteryGood,13th Gen Intel Core i5 13450HX,6 x (Turbo Speed upto 4.6 GHz) Performance Cores4 x (Turbo Speed upto 3.4 GHz) Efficient Cores,"6 GB, NVIDIA GeForce RTX 3050 GraphicsLarge",16 GB DDR5 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.1","Backlit Keyboard, Inbuilt Microphone"
237,Lenovo LOQ 15IRX9 83DV007HIN Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹1,02,990",65,100 votes ,4.0,OS: Windows 11,2.4 kgHeavy,15.6 inchesAverage,1920 x 1080 pixelsAverage,60 Wh BatteryGood,13th Gen Intel Core i7 13650HX,6 x (Turbo Speed upto 4.9 GHz) Performance Cores8 x (Turbo Speed upto 3.6 GHz) Efficient Cores,"6 GB, NVIDIA GeForce RTX 4050 GraphicsAverage",16 GB DDR5 RAMLargest,512 GB SSD,"WiFi, Bluetooth v5.1","Backlit Keyboard, Inbuilt Microphone"
238,HP Pavilion 15-eh3039AU Laptop ( AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),"₹58,500",61,80 votes ,4.1,OS: Windows 11,1.75 kgAverage,15.6 inchesAverage,1920 x 1080 pixelsAverage,"41 Wh, 3 Cell BatteryGood",7th Gen AMD Ryzen 5 7530U,6 x 2 GHz (Turbo Speed upto 4.5 GHz) Cores,AMD Radeon Graphics Graphics,16 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.2","Backlit Keyboard, Inbuilt Microphone"
239,Lenovo ThinkBook 14 21KG00AFIN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),"₹43,990",59,66 votes ,4.4,OS: Windows 11,1 Year Warranty,14 inchesSmallest,1920 x 1080 pixelsAverage,"45 Wh, 3 Cell BatteryGood",13th Gen Intel Core i3 1315U,2 x 1.2 GHz (Turbo Speed upto 4.5 GHz) Performance Cores4 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,Intel UHD Graphics Graphics,8 GB DDR5 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.1","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
240,HP 15s-fr5010TU Laptop (12th Gen Core i5/8GB/ 512GB SSD/ Win11 Home),"₹49,490",55,267 votes ,4.1,OS: Windows 11,1.69 kgAverage,15.6 inchesLarge,1920 x 1080 pixelsAverage,"41 Wh, 3 Cell BatteryGood",12th Gen Intel Core i5 1235U,2 x 1.3 GHz (Turbo Speed upto 4.4 GHz) Performance Cores8 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,Intel UHD Graphics Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.0","Backlit Keyboard, Inbuilt Microphone"
241,HP 245 G9 841W7PA Laptop (AMD Ryzen 3 3250U/ 8 GB RAM/ 512 GB SSD/ DOS),"₹24,900",50,74 votes ,4.6,OS: DOS,1.47 kgLight,14 inchesAverage,1366 x 768 pixelsBad,"41 Wh, 3 Cell BatteryGood",3rd Gen AMD Ryzen 3 3250U,2 x 2.6 GHz (Turbo Speed upto 3.5 GHz) Cores,AMD Radeon Graphics Graphics,8 GB DDR4 RAMLargest,512 GB SSD,"WiFi, Bluetooth v5.0",
242,Asus Chromebook CM14 CM1402CM2A-EK0085 Laptop (MediaTek Kompanio 520/ 8GB/ 128GB eMMC/ Chrome OS),"₹26,990",30,110 votes ,4.7,OS: Chrome,1 Year Warranty,14 inchesAverage,1920 x 1080 pixelsAverage,"42 Wh, 2 Cell BatteryGood",MediaTek Kompanio Kompanio 520,8 x (Turbo Speed upto 2 GHz) Cores,8 GB LPDDR4X RAMLargest,128 GB HARD DiskSmallest,,"1 x USB 3.0, 2 x USB Type-C",
243,Lenovo LOQ 15IAX9I 83FQ0009IN Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹59,990",57,64 votes ,4.3,OS: Windows 11,2.4 kgHeavy,15.6 inchesAverage,1920 x 1080 pixelsAverage,60 Wh BatteryGood,12th Gen intel Core i5 12450HX,4 x (Turbo Speed upto 4.4 GHz) Performance Cores4 x (Turbo Speed upto 3.1 GHz) Efficient Cores,"4 GB, Intel Integrated ARC A530M GraphicsLargest",8 GB DDR5 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.1","Backlit Keyboard, Inbuilt Microphone"
244,Lenovo ThinkBook 15 G5 21JF002PIN Laptop (AMD Ryzen 5 7530U/ 8GB/ 512 GB SSD/ Win11),"₹72,000",64,127 votes ,4.0,OS: Windows 11,1.7 kgAverage,15.6 inchesAverage,1920 x 1080 pixelsAverage,"45 Wh, 3 Cell BatteryGood",7th Gen AMD Ryzen 5 7530U,6 x 2 GHz (Turbo Speed upto 4.5 GHz) Cores,AMD Radeon AMD Graphics,8 GB DDR4 RAMSmallest,512 GB SSD,"WiFi, Bluetooth v5.1","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
245,Lenovo ThinkPad E1 21JNS03P00 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹49,990",55,52 votes ,4.4,OS: Windows 11,,16 inchesLarge,1920 x 1200 pixelsGood,"57 Wh, 3 Cell BatteryGood",13th Gen Intel Core i3 1315U,2 x 1.2 GHz (Turbo Speed upto 4.5 GHz) Performance Cores4 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,Intel UHD Graphics Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.1","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
246,Lenovo ThinkBook 15 G5 21JFA016IN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512 GB SSD/ Win11),"₹52,990",66,144 votes ,4.3,OS: Windows 11,1.7 kgAverage,15.6 inchesAverage,1920 x 1080 pixelsAverage,"45 Wh, 3 Cell BatteryGood",7th Gen AMD Ryzen 5 7530U,6 x 2 GHz (Turbo Speed upto 4.5 GHz) Cores,AMD Radeon AMD Graphics,16 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.1","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
247,HP Spectre x360 16-aa0665TU Laptop (Intel Core Ultra 7/ 32GB/ 2TB SSD/ Win11 Home),"₹1,74,490",80,90 votes ,4.2,OS: Windows 11,1.95 kgAverage,16 inchesAverage,2880 x 1800 pixelsGood,"83 Wh, 6 Cell BatteryGood",Intel Core Ultra 7 Series 1 155H,6 x 1.4 GHz (Turbo Speed upto 4.8 GHz) Performance Cores8 x 900 MHz (Turbo Speed upto 3.8 GHz) Efficient Cores2 x 700 MHz (Turbo Speed upto 2.5 GHz) Low Power Efficient Cores,Intel Arc Graphics Graphics,32 GB LPDDR5x RAMLargest,2 TB SSD,"WiFi, Bluetooth v5.4",9 MP Camera
248,Acer Aspire Lite AL15-52 15 Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11),"₹49,199",60,108 votes ,4.4,OS: Windows 11,1.59 kgLight,15.6 inchesAverage,1920 x 1080 pixelsAverage,"36 Wh, 3 Cell BatteryGood",12th Gen Intel Core i5 1235U,2 x 1.3 GHz (Turbo Speed upto 4.4 GHz) Performance Cores8 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,Intel Iris Xe Graphics Graphics,16 GB DDR4 RAMLarge,1 TB SSD,"WiFi, Bluetooth",Inbuilt Microphone
249,HP Spectre x360 14-eu0666TU Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11 Home),"₹1,59,990",75,54 votes ,4.7,OS: Windows 11,1.44 kgLight,14 inchesSmall,2880 x 1800 pixelsGood,"68 Wh, 4 Cell BatteryGood",Intel Core Ultra 7 Series 1 155H,6 x 1.4 GHz (Turbo Speed upto 4.8 GHz) Performance Cores8 x 900 MHz (Turbo Speed upto 3.8 GHz) Efficient Cores2 x 700 MHz (Turbo Speed upto 2.5 GHz) Low Power Efficient Cores,Intel Arc Graphics Graphics,32 GB LPDDR5x RAMLargest,1 TB SSD,"WiFi, Bluetooth v5.4",9 MP Camera
250,HP 15s-fr5011TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹53,999",57,352 votes • 7 reviews,4.2,OS: Windows 11,1.69 kgAverage,15.6 inchesLarge,1920 x 1080 pixelsAverage,"41 Wh, 3 Cell BatteryGood",12th Gen Intel Core i5 1235U,2 x 1.3 GHz (Turbo Speed upto 4.4 GHz) Performance Cores8 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,Intel UHD Graphics Graphics,16 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.0","Backlit Keyboard, Inbuilt Microphone"
251,HP Spectre x360 14-eu0556TU Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11 Home),"₹1,59,990",75,75 votes ,4.2,OS: Windows 11,1.44 kgLight,14 inchesSmall,2880 x 1800 pixelsGood,"68 Wh, 4 Cell BatteryGood",Intel Core Ultra 7 Series 1 155H,6 x 1.4 GHz (Turbo Speed upto 4.8 GHz) Performance Cores8 x 900 MHz (Turbo Speed upto 3.8 GHz) Efficient Cores2 x 700 MHz (Turbo Speed upto 2.5 GHz) Low Power Efficient Cores,Intel Arc Graphics Graphics,32 GB LPDDR5x RAMLargest,1 TB SSD,"WiFi, Bluetooth v5.4",9 MP Camera
252,HP Omen 16-wf1026TX Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,76,499",80,64 votes ,4.7,OS: Windows 11,2.32 kgHeavy,16.1 inchesLarge,1920 x 1080 pixelsBad,"83 Wh, 6 Cell BatteryGood",14th Gen Intel Core i7 14700HX,8 x 2.1 GHz (Turbo Speed upto 5.5 GHz) Performance Cores12 x 1.5 GHz (Turbo Speed upto 3.9 GHz) Efficient Cores,"8 GB, NVIDIA GeForce RTX 4070 GraphicsAverage",16 GB DDR5 RAMAverage,1 TB SSD,"WiFi, Bluetooth v5.3","Backlit Keyboard, Inbuilt Microphone"
253,Chuwi Gemibook X Pro Laptop (Intel Celeron N100/ 8 GB/ 256 GB SSD/ Win11 Home),"₹20,990",44,"4,659 votes ",3.9,OS: Windows 11,1.46 kgAverage,14.1 inchesAverage,1920 x 1080 pixelsAverage,38 Wh BatteryGood,12th Gen Intel N100 N100,4 x (Turbo Speed upto 3.4 GHz) Cores,Intel Integrated UHD Graphics Graphics,8 GB LPDDR5 RAMLargest,256 GB SSD,"WiFi, Bluetooth v5.2",2 MP Camera
254,Asus VivoBook 14 X1400EA-EK543WS Notebook (11th Gen Core i5/16GB/ 512GB SSD/ Win11 Home),"₹43,990",53,"7,663 votes • 1 reviews",4.3,OS: Windows 11,1 Year Warranty,14 inchesSmallest,1920 x 1080 pixelsAverage,"37 Wh, 2 Cell BatteryGood",11th Gen Intel Core i5 1135G7,4 x 2.4 GHz (Turbo Speed upto 4.2 GHz) Cores,Intel Integrated Intel UHD Graphics,16 GB DDR4 RAMLargest,512 GB SSD,"WiFi, Bluetooth v5.1",Inbuilt Microphone
